country_code,PC1_rescaled_std,PC1_rescaled_min,PC1_rescaled_max,PC2_rescaled_std,PC2_rescaled_min,PC2_rescaled_max,range_pc1,range_pc2
191.0,0.014283078143894554,0.43381947807053606,0.48202663272238755,0.011885700511832685,0.25962957964187344,0.3025461373100003,0.04820715465185149,0.04291655766812685
196.0,0.005511886949376178,-0.0835097869231981,-0.05875111955105223,0.007663013626588687,-0.3440258160354093,-0.3099763615453251,0.024758667372145875,0.03404945449008423
203.0,0.02249329262647086,1.2232988244868872,1.2982754279937787,0.003249189566726187,1.316616695740526,1.3321140539953136,0.0749766035068915,0.015497358254787486
208.0,0.006296191755253682,3.1849143340570034,3.213703185726759,0.04689544411684529,1.215048615847414,1.3714163738053013,0.028788851669755644,0.15636775795788727
218.0,0.04244982589863232,-0.22604874179620102,-0.0836218454372037,0.01171106323660812,-1.6637000402565238,-1.6252780286797055,0.1424268963589973,0.03842201157681835
231.0,0.005213491076557818,-0.7115762102882027,-0.6919711613482009,0.007045418766135083,-0.8977378802167495,-0.8724479471024148,0.019605048940001812,0.025289933114334695
233.0,0.0308278766177502,0.3433563289096103,0.4436971454986471,0.014814496949114124,0.9984290104485317,1.0485904763554537,0.10034081658903676,0.05016146590692194
246.0,0.01904832095772492,2.197962756592104,2.2765277228741305,0.043511103486268396,0.9349107328995431,1.0929647187524554,0.07856496628202647,0.1580539858529123
250.0,0.020402481690287112,2.025257208463515,2.1045122825098477,0.02650723073692464,0.7725581255398704,0.8674365188372994,0.07925507404633247,0.09487839329742909
268.0,0.009670987490489698,-0.9765955216360012,-0.9439039049928422,0.024841148070988646,-0.8604453742397008,-0.7775653122877262,0.032691616643159005,0.08288006195197462
275.0,0.009839317026109053,-1.222535817965638,-1.1888587051700807,0.03170991940831185,-0.9226596378774435,-0.8156875597025749,0.033677112795557296,0.10697207817486865
276.0,0.029405065099963795,1.7901225609530274,1.8860930981152884,0.024329614722604614,1.4081532787661108,1.4854206054028467,0.095970537162261,0.07726732663673586
288.0,0.04421121787330154,-0.9343425921884516,-0.7884898940279373,0.017167875332171508,-1.878208155471241,-1.8144532358762318,0.14585269816051427,0.06375491959500934
300.0,0.016719475663070065,0.10132823170752535,0.15776511915297367,0.003987277992792707,0.21321957095728353,0.22994683334288296,0.05643688744544832,0.016727262385599434
320.0,0.018111569317467352,0.2649227338453498,0.3290602397249977,0.012785027815006362,-0.8303865503561321,-0.7905093741151054,0.0641375058796479,0.03987717624102671
332.0,0.026837820531375532,0.14775117387128495,0.23944172307062353,0.019766250057354464,-0.708073962658929,-0.6352156672454407,0.09169054919933858,0.07285829541348832
344.0,0.05229651604317689,0.5411112970118469,0.7119219532240446,0.015409296253497826,1.4549824098365332,1.5079294280766928,0.1708106562121977,0.05294701824015968
348.0,0.014381591915805266,0.3009534118207107,0.3494745982766421,0.015348877218816944,0.6320287958871941,0.6797313570124581,0.0485211864559314,0.047702561125264054
352.0,0.009241095714025453,2.954094246835072,2.9848768667369785,0.05066586603163082,0.6888693216171231,0.8540033143637077,0.03078261990190656,0.16513399274658458
356.0,0.011082685603717501,-0.3642424254937676,-0.32042023796040997,0.012517553299962151,-0.603228821831978,-0.5518287356162215,0.04382218753335765,0.051400086215756535
